"lga_id","total_facilities","total_hospitals","total_phcentres","total_phclinics","total_phclinics.1","total_sec_tertiary","improved_water_supply","improved_sanitation","power_sources_grid","any_power_available","emerg_tran","sba","delivery_services_yn","c_section_yn","antenatal_care_yn","family_planning_yn","child_health_measles_immun","vaccines_fridge_freezer","medication_anti_malarials","phcentre","phclinic","dispensary","lga","state","zone","pop_2006"
189,23,1,2,4,11,5,7,8,9,10,3,6,13,1,17,10,0,0,4,2,4,19,"Ekiti South-West","Ekiti","Southwest",165277
190,30,3,3,9,7,8,14,19,19,19,6,4,23,1,26,14,0,2,9,1,1,22,"Ekiti West","Ekiti","Southwest",179892
191,51,10,23,1,9,8,19,23,27,28,7,16,37,9,40,32,0,0,30,0,1,35,"Ekwusigo","Anambra","Southeast",158231
192,6,0,5,1,0,0,5,6,6,6,5,6,6,1,6,6,0,0,5,2,3,6,"Eleme","Rivers","South-South",190884
193,14,1,7,2,1,3,9,7,6,7,2,8,13,5,14,13,0,2,7,1,3,10,"Emuoha","Rivers","South-South",201901
194,16,0,3,12,0,1,5,7,3,4,4,1,12,1,13,7,0,1,9,1,1,14,"Emure","Ekiti","Southwest",93884
195,43,10,9,8,10,6,1,7,9,11,22,20,27,14,31,19,0,1,13,1,1,20,"Enugu East","Enugu","Southeast",279089
196,43,17,11,4,5,6,7,12,16,18,26,21,27,14,27,24,0,2,13,2,2,10,"Enugu North","Enugu","Southeast",244852
197,29,18,7,1,1,2,1,8,8,10,21,20,20,9,24,21,0,0,7,1,1,12,"Enugu South","Enugu","Southeast",198723
198,26,2,15,6,1,2,13,14,16,17,15,12,16,1,19,21,0,1,15,0,1,16,"Epe","Lagos","Southwest",181409
199,26,6,11,4,0,5,1,12,13,16,14,20,25,8,25,23,0,0,11,1,0,12,"Esan Central","Edo","South-South",105310
200,27,6,15,0,0,6,2,11,13,14,13,18,26,9,26,23,0,3,13,0,1,17,"Esan North-East","Edo","South-South",119346
201,35,3,24,1,2,5,1,28,28,29,7,15,0,0,32,20,19,6,0,0,0,13,"Esan South-East","Edo","South-South",167721
202,22,3,16,1,0,2,2,12,21,21,13,5,20,2,17,17,0,0,6,0,0,12,"Esan West","Edo","South-South",125842
203,40,2,16,15,3,4,7,8,5,9,8,1,14,0,24,14,0,0,5,0,0,22,"Ese-Odo","Ondo","Southwest",154978
204,8,1,4,1,2,0,7,4,7,7,0,5,5,3,8,8,0,0,5,0,0,7,"Esit-Eket","Akwa Ibom","South-South",63701
205,11,0,10,0,1,0,2,8,4,5,1,9,8,0,11,10,0,1,3,3,2,11,"Essien Udim","Akwa Ibom","South-South",192668
206,32,5,17,3,0,7,7,9,6,9,5,15,21,2,26,12,0,0,13,0,1,24,"Etche","Rivers","South-South",249454
207,27,9,12,2,0,4,11,19,17,17,10,11,22,8,23,22,0,0,8,1,1,16,"Ethiope East","Delta","South-South",200792
208,27,6,17,1,1,2,22,22,21,22,4,9,1,0,23,19,15,12,0,0,0,14,"Ethiope West","Delta","South-South",203592
209,14,0,13,0,1,0,2,7,6,6,2,8,10,2,13,10,0,0,2,0,0,13,"Etim-Eko","Akwa Ibom","South-South",105418
210,14,1,11,2,0,0,4,11,9,10,4,9,9,1,13,11,0,0,6,0,0,6,"Etinan","Akwa Ibom","South-South",169284
211,25,9,6,2,3,5,23,26,26,26,17,20,0,0,21,21,15,11,0,0,0,13,"Eti-osa","Lagos","Southwest",287785
212,21,1,18,1,0,1,2,14,14,16,6,6,19,1,18,19,0,1,9,0,0,18,"Etsako-Central","Edo","South-South",94575
213,27,1,23,3,0,0,6,12,19,22,9,6,26,1,26,26,0,0,14,0,0,21,"Etsako East","Edo","South-South",145996
214,41,8,24,2,0,7,17,39,40,40,10,20,0,0,39,34,20,6,0,0,0,27,"Etsako West","Edo","South-South",197609
215,14,0,8,1,5,0,5,5,1,6,0,3,12,1,11,11,0,0,8,1,0,13,"Etung","Cross River","South-South",80196
216,30,1,6,11,4,8,4,17,17,20,6,12,27,1,28,27,0,0,7,0,0,22,"Ewekoro","Ogun","Southwest",55156
217,29,4,22,2,0,1,6,7,15,17,1,5,28,1,29,7,0,0,22,0,0,23,"Ezeagu","Enugu","Southeast",169718
218,31,6,10,1,7,7,8,5,11,13,9,18,22,8,27,17,0,1,13,0,4,16,"Ezinihitte","Imo","Southeast",165593
219,25,2,11,8,2,2,9,7,5,6,3,9,15,5,19,15,0,0,3,0,1,14,"Ezza North","Ebonyi","Southeast",145619
220,35,3,22,6,1,3,17,10,12,14,5,6,29,4,31,22,0,0,8,0,1,24,"Ezza South","Ebonyi","Southeast",133205
221,6,2,0,2,0,2,2,3,3,3,2,4,4,2,4,4,0,0,3,0,0,2,"Fagge","Kano","Northwest",198828
222,21,0,9,1,11,0,4,4,2,3,2,1,7,1,9,6,0,0,4,0,0,14,"Fakai","Kebbi","Northwest",121212
223,55,0,1,7,46,1,10,6,4,5,2,2,12,0,22,19,0,2,5,0,0,23,"Faskari","Katsina","Northwest",196035
224,50,1,4,9,34,2,7,12,10,11,3,4,17,1,16,19,0,0,7,0,2,34,"Fika","Yobe","Northeast",136895
225,54,0,7,12,33,2,12,20,11,17,1,1,22,0,31,35,0,1,11,1,1,50,"Fufore","Adamawa","Northeast",207287
226,8,1,0,0,0,7,4,6,2,4,1,1,8,2,8,8,0,0,3,0,0,8,"Funakaye","Gombe","Northeast",236087
227,36,0,13,3,13,7,15,21,6,6,6,2,0,0,21,10,27,7,0,1,1,28,"Fune","Yobe","Northeast",300760
228,26,0,3,10,10,3,8,7,6,8,2,2,16,2,22,19,0,1,8,2,2,23,"Funtua","Katsina","Northwest",225571
229,27,0,6,8,10,3,6,11,4,6,3,3,0,0,15,9,20,13,0,1,1,21,"Gabasawa","Kano","Northwest",211055
230,31,1,3,2,25,0,2,13,4,9,4,2,10,3,13,20,0,0,19,0,0,26,"Gada","Sokoto","Northwest",248267
231,19,0,4,2,13,0,9,6,5,6,6,1,7,0,14,6,0,0,5,0,1,18,"Gagarawa","Jigawa","Northwest",80394
232,7,0,0,0,7,0,1,0,2,2,0,0,0,0,2,6,0,0,0,0,0,6,"Gamawa","Bauchi","Northeast",286388
233,72,1,8,1,46,16,35,15,15,18,0,6,0,0,22,22,31,9,0,1,1,58,"Ganjuwa","Bauchi","Northeast",280468
234,48,1,3,7,30,7,15,13,1,1,2,3,31,1,33,25,0,0,8,0,0,38,"Ganaye","Adamawa","Northeast",164087
235,18,0,3,2,13,0,10,8,5,8,7,2,5,0,16,7,0,0,5,0,1,18,"Garki","Jigawa","Northwest",152233
236,18,0,3,3,12,0,10,6,3,3,0,0,3,0,12,4,0,0,9,0,0,11,"Garko","Kano","Northwest",162500
237,13,0,1,2,10,0,6,7,2,3,3,1,0,0,8,6,8,0,0,0,1,10,"Garun Mallam","Kano","Northwest",116494
238,11,1,1,1,3,5,6,6,0,4,3,1,8,1,8,4,0,1,7,0,0,8,"Gashaka","Taraba","Northeast",87781
239,5,0,1,2,0,2,2,3,0,2,4,0,5,0,5,2,0,0,4,0,0,5,"Gassol","Taraba","Northeast",244749
240,26,0,3,5,18,0,7,12,5,6,3,2,6,2,23,9,0,0,11,1,1,20,"Gaya","Kano","Northwest",201016
241,52,1,34,9,7,1,10,15,9,18,10,5,15,3,25,23,0,1,16,0,1,44,"Gayuk","Adamawa","Northeast",177785
242,16,0,1,1,14,0,7,2,6,8,1,1,3,0,13,5,0,0,6,1,0,11,"Gazewa","Kano","Northwest",282069
243,91,1,37,29,23,1,61,8,18,21,7,1,70,0,78,58,0,0,36,0,0,90,"Gbako","Niger","North-Central",127446
244,70,5,23,28,6,8,10,11,10,14,22,26,66,23,61,53,0,1,7,1,9,63,"Gboko","Benue","North-Central",358936
245,26,2,5,16,0,3,12,20,15,18,17,4,25,2,24,13,0,1,7,1,2,19,"Gbonyin","Ekiti","Southwest",148193
246,18,2,7,1,8,0,5,10,4,11,7,4,11,2,8,7,0,1,5,0,0,11,"Geidam","Yobe","Northeast",157295
247,41,1,0,5,25,10,20,12,9,11,8,3,17,0,21,29,0,1,12,0,0,33,"Giade","Bauchi","Northeast",156969
248,5,0,2,2,1,0,2,1,0,1,0,0,4,0,4,2,0,0,2,0,0,5,"Giwa","Kaduna","Northwest",286427
249,17,2,14,0,1,0,9,9,5,8,7,9,12,5,15,12,0,0,10,0,3,11,"Gokana","Rivers","South-South",228828
250,39,2,8,14,5,10,21,20,20,23,15,23,29,13,29,29,0,10,14,0,8,31,"Gombe","Gombe","Northeast",268000
252,24,0,4,0,20,0,5,10,5,7,3,0,3,0,6,16,0,0,1,0,0,19,"Goronyo","Sokoto","Northwest",182296
254,9,1,0,2,5,1,0,1,2,3,3,2,2,0,2,5,0,0,0,1,1,5,"Gubio","Borno","Northeast",152778
255,11,0,1,2,8,0,5,6,1,3,2,1,6,0,7,8,0,0,0,0,0,9,"Gudu","Sokoto","Northwest",95544
256,15,1,4,1,5,4,2,5,5,5,8,4,8,3,8,8,0,0,4,1,1,10,"Gujba","Yobe","Northeast",130088
257,30,0,2,5,21,2,8,6,0,3,5,2,10,0,8,7,0,0,7,0,0,15,"Gulani","Yobe","Northeast",103510
258,65,3,20,26,10,6,11,11,6,10,4,9,51,4,49,44,0,0,18,1,4,56,"Guma","Benue","North-Central",191599
259,10,1,1,5,3,0,4,9,6,7,1,1,2,1,10,9,0,2,5,1,1,10,"Gumel","Jigawa","Northwest",107161
260,11,0,1,1,9,0,2,1,0,4,0,2,2,0,1,2,0,0,0,0,1,11,"Gummi","Zamfara","Northwest",204539
261,45,1,14,23,7,0,10,7,10,11,5,4,31,7,32,34,0,0,7,1,1,37,"Gurara","Niger","North-Central",90974
262,13,0,6,3,4,0,12,8,3,7,0,1,0,0,8,6,6,4,0,0,1,11,"Guri","Jigawa","Northwest",115018
263,70,3,11,16,38,2,22,21,12,20,16,12,32,12,27,25,0,1,5,0,3,58,"Gusau","Zamfara","Northwest",383162
264,12,0,1,10,0,1,8,1,1,2,0,2,0,0,6,2,3,1,0,0,0,8,"Guzamala","Borno","Northeast",95648
265,34,1,2,0,31,0,7,12,8,11,5,3,9,1,16,29,0,2,21,1,2,33,"Gwadabawa","Sokoto","Northwest",231358
266,37,2,18,7,5,5,11,14,9,11,18,12,33,6,36,34,0,2,15,3,4,35,"Gwagwalada","FCT","North-Central",157770
268,36,1,7,4,24,0,10,21,14,25,9,5,8,0,9,17,0,1,5,0,1,28,"Gwandu","Kebbi","Northwest",151019
269,24,0,3,8,12,1,13,15,9,11,2,4,10,1,13,10,0,0,8,0,0,24,"Gwaram","Jigawa","Northwest",272582
270,13,0,2,1,10,0,4,2,2,2,2,1,2,1,10,7,0,0,5,0,0,8,"Gwarzo","Kano","Northwest",183987
271,32,2,10,10,5,5,1,5,4,7,5,11,27,8,25,24,0,0,3,1,4,27,"Gwer East","Benue","North-Central",163647
272,43,1,4,27,10,1,3,16,9,18,3,3,0,0,28,28,20,2,0,0,1,40,"Gwer West","Benue","North-Central",122145
273,18,0,1,2,15,0,10,9,2,3,3,1,2,0,13,5,0,0,9,0,1,16,"Gwiwa","Jigawa","Northwest",124517
275,12,2,5,3,1,1,9,9,9,10,9,5,9,3,9,10,0,1,9,2,2,12,"Hadejia","Jigawa","Northwest",105628
276,28,2,5,1,20,0,4,6,7,8,3,3,10,0,13,16,0,1,6,0,0,18,"Hawul","Borno","Northeast",120314
277,46,0,9,9,18,10,13,16,12,13,10,5,31,3,36,31,0,0,6,0,0,40,"Hong","Adamawa","Northeast",169126
278,28,10,8,3,2,5,4,8,8,9,17,18,22,14,23,21,0,0,0,1,2,14,"Ibadan North","Oyo","Southwest",306795
279,28,4,16,3,5,0,9,10,20,21,11,10,19,4,20,21,0,1,7,1,4,22,"Ibadan North East","Oyo","Southwest",330399
280,18,1,8,3,0,6,9,11,9,12,6,14,16,4,15,14,0,1,5,5,2,10,"Ibadan North West","Oyo","Southwest",152834
281,37,7,25,0,2,3,6,12,11,14,19,15,33,9,36,33,0,2,9,0,0,29,"Ibadan South East","Oyo","Southwest",266046
282,28,10,9,2,1,6,4,8,10,10,23,19,24,12,26,25,0,0,8,1,1,8,"Ibadan South West","Oyo","Southwest",282585
283,46,1,21,20,3,1,2,2,0,2,1,3,35,0,40,34,0,0,8,0,0,40,"Ibaji","Kogi","North-Central",128129
284,26,5,8,7,1,5,10,14,4,8,14,9,19,6,22,17,0,0,9,0,0,18,"Ibarapa Central","Oyo","Southwest",102979
285,21,3,12,2,3,1,13,9,10,16,9,8,14,1,13,11,0,0,9,1,0,17,"Ibarapa East","Oyo","Southwest",118226
286,15,2,4,2,1,6,6,11,5,10,1,4,0,0,11,8,6,2,0,0,0,8,"Ibarapa North","Oyo","Southwest",101092
287,14,0,8,2,4,0,12,13,9,12,3,2,0,0,9,9,10,1,0,0,0,5,"Ibeju/lekki","Lagos","Southwest",117481
288,10,2,3,0,5,0,2,5,3,4,1,6,5,2,10,9,0,0,6,1,2,9,"Ibeno","Akwa Ibom","South-South",75380
289,3,0,2,0,1,0,0,1,1,2,1,3,2,0,3,2,0,0,1,0,0,3,"Ibesikpo-Asutan","Akwa Ibom","South-South",137101
290,19,1,2,4,10,2,5,3,0,3,1,1,15,1,14,14,0,0,9,1,1,18,"Ibi","Taraba","Northeast",84054
291,5,1,2,1,0,1,1,2,3,3,1,4,5,1,4,4,0,0,4,1,0,4,"Ibiono-Ibom","Akwa Ibom","South-South",189640
292,42,3,8,21,10,0,19,4,14,19,27,9,17,5,27,35,0,0,22,0,1,35,"Idah","Kogi","North-Central",79815
293,35,3,11,13,4,4,8,9,10,11,10,10,25,3,31,24,0,0,15,1,1,29,"Idanre","Ondo","Southwest",129024
294,27,6,14,4,2,1,0,8,6,9,9,8,24,8,27,13,0,0,9,0,1,18,"Ideato North","Imo","Southeast",158406
295,23,3,12,2,1,5,7,9,2,10,5,6,22,3,23,11,0,0,12,0,1,17,"Ideato South","Imo","Southeast",159879
296,22,5,12,0,5,0,9,10,14,16,8,12,17,4,17,17,0,1,15,1,3,14,"Idemili North","Anambra","Southeast",430783
297,38,9,13,2,13,1,9,19,16,19,6,14,24,10,33,30,0,0,19,0,0,23,"Idemili South","Anambra","Southeast",207683
298,18,0,11,3,1,3,2,5,8,11,7,6,18,3,18,16,0,0,4,0,2,15,"Ido","Oyo","Southwest",103261
299,27,8,5,6,1,7,10,12,15,17,13,14,24,10,24,20,0,0,13,2,4,20,"Ido Osi","Ekiti","Southwest",159114
300,37,10,16,1,1,9,11,10,10,11,15,34,30,19,32,31,0,3,11,1,2,17,"Ifako-Ijaye","Lagos","Southwest",427878
301,11,0,2,4,0,5,3,2,4,6,2,0,9,0,10,2,0,1,5,0,0,9,"Ifedayo","Osun","Southwest",37058
302,24,0,2,19,0,3,13,19,20,21,3,8,17,0,23,18,0,2,10,1,2,22,"Ifedore","Ondo","Southwest",176327
303,73,4,39,7,20,3,40,32,62,62,2,15,0,0,69,34,44,23,0,2,4,58,"Ifelodun","Kwara","North-Central",206042
304,35,7,16,3,1,8,5,2,8,11,12,15,31,11,34,24,0,0,7,3,4,31,"Ifelodun","Osun","Southwest",96748
305,24,1,20,0,1,2,14,19,18,19,5,13,23,2,24,24,0,1,17,0,2,17,"Ifo","Ogun","Southwest",524837
306,49,1,11,22,7,8,11,10,11,16,11,11,26,6,32,28,0,0,12,0,1,31,"Igabi","Kaduna","Northwest",430229
307,40,1,10,25,4,0,4,7,6,8,9,3,28,1,29,16,0,0,8,1,1,34,"Igalamela-Odolu","Kogi","North-Central",148020
308,39,1,11,1,25,1,8,13,9,13,2,7,0,0,36,8,36,7,0,0,0,33,"Igbo Etiti","Enugu","Southeast",209248
309,43,3,14,8,6,12,6,12,7,11,10,14,40,10,41,15,0,0,19,0,0,33,"Igbo Eze - North","Enugu","Southeast",259431
310,36,5,9,2,11,9,4,11,5,8,3,12,33,5,34,10,0,0,18,0,3,25,"Igbo-Eze South","Enugu","Southeast",147328
311,19,0,17,0,0,2,2,14,13,14,5,12,19,4,19,19,0,2,8,1,0,15,"Iguegben","Edo","South-South",69639
312,61,16,23,2,1,19,15,11,17,22,32,38,56,21,57,36,0,1,18,0,0,29,"Ihiala","Anambra","Southeast",302158
313,21,5,13,1,0,2,2,9,3,5,7,9,20,7,20,10,0,0,9,0,1,13,"Ihitte/Uboma","Imo","Southeast",120744
314,17,1,2,12,0,2,4,10,6,12,5,1,15,1,17,15,0,1,7,0,0,13,"ijaye","Ondo","Southwest",290615
315,38,4,18,9,0,7,6,22,19,23,15,14,35,1,35,24,0,0,11,0,1,26,"Ijebu East","Ogun","Southwest",110196
316,60,5,26,10,3,16,11,23,19,21,20,28,55,11,56,54,0,1,9,0,0,45,"Ijebu North","Ogun","Southwest",284336
317,31,2,6,8,14,1,9,18,24,24,12,10,21,0,20,24,0,0,13,0,1,28,"Ijebu North East","Ogun","Southwest",67634
318,56,18,14,13,3,8,9,16,15,16,24,34,48,20,48,40,0,0,12,2,1,27,"Ijebu-ode","Ogun","Southwest",154032
319,25,1,17,5,0,2,13,20,18,18,2,2,0,0,23,8,21,4,0,0,1,22,"Ijero","Ekiti","Southwest",221405
320,36,5,17,8,4,2,14,13,26,27,20,12,28,4,30,24,0,0,15,0,1,26,"Ijumu","Kogi","North-Central",119929
321,9,0,3,2,3,1,4,4,0,2,1,4,6,0,7,7,0,0,3,1,2,7,"Ika","Akwa Ibom","South-South",72939
322,26,5,15,1,1,4,9,12,15,17,6,7,18,7,25,21,0,0,8,0,0,8,"Ika North","Delta","South-South",183657
323,48,1,9,9,26,3,29,30,18,21,3,8,0,0,35,31,29,2,0,0,0,44,"Ikara","Kaduna","Northwest",193926
324,28,3,20,0,0,5,8,16,16,17,5,16,26,2,25,25,0,0,9,0,0,18,"Ika South","Delta","South-South",162594
325,31,5,10,5,3,8,9,10,12,13,23,22,25,6,25,26,0,0,9,0,0,15,"Ikeduru","Imo","Southeast",149316
326,23,8,6,4,0,5,23,23,22,22,7,20,0,0,16,15,10,6,0,0,0,7,"Ikeja","Lagos","Southwest",313196
327,17,1,6,2,3,5,11,17,15,17,2,9,0,0,19,11,12,3,0,2,2,12,"Ikenne","Ogun","Southwest",118735
328,23,2,6,8,4,3,4,9,12,13,1,9,12,3,11,12,0,0,10,1,2,19,"Ikere","Ekiti","Southwest",147355
329,28,1,14,9,2,2,12,17,22,24,4,6,0,0,26,16,22,7,0,1,2,24,"Ikole","Ekiti","Southwest",168436
330,32,1,13,3,13,2,6,13,13,18,14,7,20,1,24,23,0,0,6,2,1,27,"Ikom","Cross River","South-South",162383
331,21,1,10,6,3,1,4,10,11,13,2,10,16,2,18,15,0,0,3,1,1,18,"Ikono","Akwa Ibom","South-South",131904
332,11,0,5,6,0,0,5,7,6,7,3,6,8,0,7,7,0,0,5,0,0,8,"Ikorodu","Lagos","Southwest",535619
333,17,1,9,0,6,1,7,6,6,9,5,8,10,2,14,10,0,0,9,1,2,9,"Ikot-Abasi","Akwa Ibom","South-South",132023
334,21,1,5,9,5,1,3,3,5,8,6,17,13,4,19,18,0,1,4,0,2,13,"Ikot-Ekpene","Akwa Ibom","South-South",143077
335,31,3,12,0,0,16,9,10,10,10,22,23,30,10,30,28,0,2,6,0,1,19,"Ikpoba-Okha","Edo","South-South",371106
336,12,0,9,1,0,2,10,10,9,9,10,10,11,0,11,10,0,1,9,1,5,9,"Ikwerre","Rivers","South-South",189726
337,22,5,7,3,6,1,17,7,5,12,1,6,0,0,21,8,8,3,0,0,0,15,"Ikwo","Ebonyi","Southeast",214604
338,29,1,18,3,2,5,16,25,10,20,2,7,0,0,24,19,20,8,0,0,0,17,"Ikwuano","Abia","Southeast",137993
339,26,2,10,0,7,7,1,8,6,6,5,7,22,4,23,15,0,1,1,1,1,18,"Ila","Osun","Southwest",62049
340,14,1,4,5,2,2,9,12,12,12,5,5,11,1,13,12,0,1,11,1,1,13,"Ilejemeje","Ekiti","Southwest",43530
341,37,4,24,4,1,4,11,18,14,19,5,8,0,0,36,17,28,3,0,1,3,31,"Ile Oluji Okeigbo","Ondo","Southwest",172870
342,20,2,8,1,2,7,1,8,11,11,14,11,20,5,19,15,0,0,6,0,2,18,"Ilesha-East","Osun","Southwest",106586
343,30,2,14,2,3,9,2,14,11,13,10,10,24,4,23,20,0,1,5,0,1,21,"Ilesha-West","Osun","Southwest",103555
344,36,1,4,3,27,1,10,18,8,10,1,3,0,0,15,19,15,6,0,0,0,31,"Illela","Sokoto","Northwest",150489
345,38,1,10,10,11,6,17,10,16,18,15,14,23,5,26,26,0,0,13,2,2,28,"Ilorin East","Kwara","North-Central",204310
346,36,9,9,10,2,6,15,11,14,18,23,23,33,18,34,30,0,0,19,5,6,25,"Ilorin South","Kwara","North-Central",208691
347,39,1,27,8,0,3,4,14,18,18,15,35,35,13,37,39,0,2,17,2,6,34,"Ilorin west","Kwara","North-Central",364666
348,30,3,13,8,0,6,5,9,8,11,5,9,24,1,26,23,0,0,6,1,0,17,"Imeko Afon","Ogun","Southwest",82217
349,31,1,5,2,22,1,18,11,8,15,6,1,4,1,20,4,0,0,13,0,0,29,"Ingawa","Katsina","Northwest",169753
350,18,1,12,1,4,0,1,7,2,6,3,8,15,1,18,16,0,0,9,2,0,16,"Ini","Akwa Ibom","South-South",99196
351,51,8,9,19,0,15,10,19,19,21,7,19,50,4,49,33,0,1,12,0,0,29,"Ipokia","Ogun","Southwest",150426
352,36,1,5,28,0,2,8,17,8,18,6,9,23,2,23,14,0,0,8,1,0,24,"Irele","Ondo","Southwest",145166
353,25,2,8,4,7,4,4,15,10,16,12,7,19,2,18,9,0,0,9,0,0,18,"Irepo","Oyo","Southwest",122553
354,21,0,11,2,3,5,7,11,4,14,11,6,13,3,13,13,0,1,10,0,2,13,"Irepodun","Osun","Southwest",119497
355,44,3,27,6,2,6,19,12,25,28,6,8,37,3,37,27,0,1,22,1,0,41,"Irepodun","Kwara","North-Central",148610
356,30,3,3,13,2,9,9,16,15,15,20,3,26,1,26,16,0,0,12,0,1,22,"Irepodun/Ifelodun","Ekiti","Southwest",129149
357,25,1,14,6,0,4,2,7,8,9,1,6,23,2,22,16,0,1,9,0,1,21,"Irewole","Osun","Southwest",143599
358,25,1,1,1,22,0,10,6,6,11,5,1,4,1,6,22,0,0,4,0,0,19,"Isa","Sokoto","Northwest",146103
359,22,2,0,15,2,3,6,12,10,14,8,11,20,6,20,11,0,0,10,1,3,14,"Ise/Orun","Ekiti","Southwest",113754
360,40,5,11,6,6,12,10,12,12,17,19,14,32,8,32,23,0,0,8,1,2,25,"Iseyin","Oyo","Southwest",256926
361,28,1,11,7,8,1,5,8,8,8,2,4,16,1,22,12,0,2,3,0,0,21,"Ishielu","Ebonyi","Southeast",151048
362,44,6,15,5,8,10,15,17,15,22,21,20,35,5,33,22,0,1,13,3,4,25,"Isiala Mbano","Imo","Southeast",198736
363,28,0,21,3,4,0,10,17,19,22,5,7,27,0,27,14,0,0,5,0,0,25,"Isiala Ngwa North","Abia","Southeast",153734
364,32,2,28,0,2,0,19,18,15,19,6,5,25,3,28,27,0,1,7,0,0,24,"Isiala Ngwa South","Abia","Southeast",134762
365,27,2,17,4,2,2,13,10,20,21,4,11,23,2,25,20,0,2,18,1,3,22,"Isin","Kwara","North-Central",59738
366,9,0,3,0,6,0,0,2,2,2,0,0,0,0,7,1,9,0,0,0,0,8,"Isi-Uzo","Enugu","Southeast",148415
367,29,2,14,5,5,3,4,6,8,10,9,8,23,2,24,16,0,0,11,0,1,15,"Isokan","Osun","Southwest",103177
368,21,5,11,2,1,2,10,14,15,15,6,8,19,8,20,13,0,0,10,0,0,12,"Isoko north","Delta","South-South",144155
369,30,9,16,2,0,3,18,15,22,22,16,12,28,9,30,27,0,0,17,0,1,12,"Isoko South","Delta","South-South",227712
370,25,5,11,2,3,4,6,10,10,11,4,13,22,7,24,9,0,0,9,0,1,13,"Isu","Imo","Southeast",164468
371,40,3,20,16,0,1,5,31,22,27,3,9,36,1,36,20,0,2,12,0,0,32,"Isuikwuato","Abia","Southeast",114442
372,35,1,4,0,25,5,24,10,4,7,0,1,0,0,9,6,20,5,0,0,0,27,"Itas/Gadau","Bauchi","Northeast",229969
373,23,2,8,3,2,8,8,10,11,14,7,3,20,5,19,15,0,3,12,0,1,14,"Itesiwaju","Oyo","Southwest",128652
374,5,0,5,0,0,0,3,5,5,5,2,5,4,0,5,5,0,0,3,3,1,5,"Itu","Akwa Ibom","South-South",127033
375,29,5,10,10,4,0,5,14,10,14,6,7,25,4,26,16,0,4,7,0,0,24,"Ivo","Ebonyi","Southeast",120919
376,12,1,4,5,2,0,6,3,1,2,1,2,10,1,10,7,0,0,6,0,0,7,"Iwajowa","Oyo","Southwest",102980
377,68,7,14,10,4,33,6,12,10,13,8,22,51,12,60,38,0,0,11,0,1,39,"Iwo","Osun","Southwest",191377
378,33,4,12,9,8,0,23,8,10,12,2,7,0,0,24,9,18,6,0,0,1,21,"Izzi","Ebonyi","Southeast",234072
379,49,1,9,28,11,0,25,16,25,29,2,5,41,1,47,46,0,0,17,0,1,47,"Jaba","Kaduna","Northwest",155377
380,74,0,7,19,45,3,18,17,8,10,9,3,29,0,40,23,0,0,25,0,1,61,"Jada","Adamawa","Northeast",168473
381,20,1,1,10,7,1,11,6,6,8,0,2,4,1,15,7,0,2,16,1,1,20,"Jahun","Jigawa","Northwest",229094
382,45,1,5,2,36,1,23,9,5,9,20,1,13,2,13,9,0,0,7,1,1,42,"Jakusko","Yobe","Northeast",229083
383,44,0,8,21,10,5,19,24,14,20,11,20,32,13,36,34,0,1,15,0,1,36,"Jalingo","Taraba","Northeast",139845
