"lga_id","total_facilities","total_hospitals","total_phcentres","total_phclinics","total_phclinics.1","total_sec_tertiary","improved_water_supply","improved_sanitation","power_sources_grid","any_power_available","emerg_tran","sba","delivery_services_yn","c_section_yn","antenatal_care_yn","family_planning_yn","child_health_measles_immun","vaccines_fridge_freezer","medication_anti_malarials","phcentre","phclinic","dispensary","lga","state","zone","pop_2006"
384,29,1,7,6,14,1,13,15,10,15,3,3,14,3,15,17,0,1,5,1,1,26,"Jama'are","Bauchi","Northeast",117883
385,31,1,1,5,24,0,13,8,4,10,12,2,9,1,14,20,0,0,6,0,1,30,"Jega","Kebbi","Northwest",193352
386,30,0,18,10,2,0,14,10,8,15,1,3,23,1,27,25,0,0,17,0,1,26,"Jema'a","Kaduna","Northwest",278735
387,17,6,4,6,1,0,6,10,8,9,12,12,9,5,12,11,0,2,4,0,3,10,"Jere","Borno","Northeast",211204
388,43,1,6,7,28,1,19,17,9,15,12,3,18,8,27,24,0,0,10,0,0,42,"Jibia","Katsina","Northwest",169748
389,44,1,30,12,1,0,20,7,2,14,3,13,37,1,41,40,0,0,6,3,2,36,"Jos East","Plateau","North-Central",85602
390,46,6,9,20,6,5,8,13,17,20,25,30,32,10,36,36,0,0,12,1,9,35,"Jos North","Plateau","North-Central",429300
391,43,5,22,8,3,5,6,10,11,13,24,16,35,11,33,34,0,0,11,2,5,32,"Jos South","Plateau","North-Central",306716
392,33,3,13,12,2,3,7,20,17,21,7,10,0,0,17,14,8,5,0,0,3,18,"Kabba/Bunu","Kogi","North-Central",145446
393,23,1,2,3,16,1,9,8,6,8,0,2,3,0,14,7,0,0,6,0,1,12,"Kabo","Kano","Northwest",153828
394,54,3,10,24,14,3,25,19,12,18,6,5,0,0,52,40,39,12,0,0,2,40,"Kachia","Kaduna","Northwest",244274
395,27,8,11,2,0,6,12,14,14,14,10,20,21,12,24,23,0,2,9,3,5,21,"Kaduna North","Kaduna","Northwest",357694
396,25,3,13,3,0,6,10,14,14,14,9,12,20,2,22,19,0,2,13,1,4,22,"kaduna South","Kaduna","Northwest",402390
397,11,1,0,10,0,0,11,2,1,3,3,2,8,1,3,8,0,0,6,1,2,11,"Kafin-Hausa","Jigawa","Northwest",271058
398,46,0,13,3,29,1,11,21,11,17,4,4,21,1,20,12,0,0,3,0,2,35,"Kafur","Katsina","Northwest",202884
399,18,1,3,1,12,1,3,5,2,5,5,4,7,2,9,7,0,0,1,0,1,13,"Kaga","Borno","Northeast",90015
400,38,0,14,14,10,0,6,10,5,9,0,2,33,0,34,30,0,0,13,0,0,36,"Kagarko","Kaduna","Northwest",240943
401,30,1,17,8,3,1,27,11,14,18,1,4,0,0,27,11,18,7,0,0,1,25,"Kaiama","Kwara","North-Central",124164
402,35,0,10,21,3,1,18,25,5,9,6,4,0,0,28,7,19,5,0,0,0,26,"Kaita","Katsina","Northwest",184401
403,20,3,10,0,1,6,4,8,7,7,12,8,20,6,20,16,0,1,4,0,1,12,"Kajola","Oyo","Southwest",200997
404,10,0,7,1,2,0,5,3,5,5,1,0,10,0,10,7,0,0,5,0,0,10,"Kajuru","Kaduna","Northwest",110868
405,9,0,1,7,1,0,5,0,0,3,0,1,0,0,4,1,5,1,0,0,1,2,"Kala/Balge","Borno","Northeast",60797
406,18,0,1,13,4,0,12,8,6,10,7,2,4,0,6,3,0,0,3,0,0,14,"Kalgo","Kebbi","Northwest",85403
407,9,0,2,2,2,3,4,1,0,1,0,0,5,0,6,8,0,0,2,0,0,7,"Kaltungo","Gombe","Northeast",149805
408,50,1,20,24,4,1,8,16,2,7,6,7,42,3,43,29,0,0,7,0,0,34,"Kanam","Plateau","North-Central",165898
409,43,1,2,3,37,0,5,4,3,5,12,6,4,2,8,18,0,0,1,1,3,33,"Kankara","Katsina","Northwest",245739
410,56,0,15,39,2,0,35,25,8,20,0,2,0,0,38,35,39,7,0,1,1,54,"Kanke","Plateau","North-Central",121424
411,48,1,11,9,20,7,15,15,10,16,11,2,20,1,20,15,0,0,10,0,0,35,"Kankia","Katsina","Northwest",151434
412,2,0,1,0,0,1,0,1,1,1,1,1,1,0,1,2,0,0,1,0,0,1,"Kano-Municipal","Kano","Northwest",365525
413,15,0,2,3,9,1,12,11,0,3,1,3,0,0,9,7,7,4,0,1,1,7,"Karasuwa","Yobe","Northeast",106992
414,23,0,3,0,19,1,9,5,3,5,1,1,4,1,10,6,0,0,13,1,1,17,"Karaye","Kano","Northwest",141407
415,81,2,5,3,61,10,22,19,0,8,1,5,0,0,24,11,30,6,0,1,1,66,"Karin Lamido","Taraba","Northeast",195844
416,88,10,37,29,10,2,18,13,14,20,13,19,62,12,60,62,0,1,17,0,1,71,"Karu","Nasarawa","North-Central",205477
418,48,0,13,10,24,1,21,13,14,17,7,2,32,1,31,25,0,0,25,0,0,42,"Katcha","Niger","North-Central",122176
419,42,8,12,14,2,6,20,16,18,20,16,16,26,6,26,25,0,0,8,2,3,26,"Katsina","Katsina","Northwest",318459
420,76,3,17,41,6,9,13,17,9,13,16,14,70,14,53,39,0,0,13,0,4,67,"Katsina-Ala","Benue","North-Central",224718
421,12,0,1,8,3,0,5,3,2,4,2,2,7,0,10,10,0,0,5,1,0,11,"Kaura","Kaduna","Northwest",222579
422,53,1,5,8,38,1,22,9,7,14,5,6,12,3,14,18,0,2,10,0,1,44,"Kaura Namoda","Zamfara","Northwest",281367
423,16,1,5,6,3,1,5,5,4,7,3,3,16,1,16,16,0,0,4,0,1,16,"Kauru","Kaduna","Northwest",17008
424,21,2,3,5,9,2,18,12,7,11,6,4,4,2,19,12,0,0,11,1,1,21,"Kazaure","Jigawa","Northwest",161494
425,30,2,21,7,0,0,15,12,3,11,3,2,20,2,22,21,0,0,10,0,1,30,"Keana","Nasarawa","North-Central",79253
426,27,1,1,4,21,0,8,13,6,15,5,1,6,2,9,10,0,0,2,0,0,15,"Kebbe","Sokoto","Northwest",124658
427,36,7,13,10,3,3,8,11,7,10,7,15,32,7,30,26,0,0,8,0,1,27,"Keffi","Nasarawa","North-Central",92664
428,27,3,15,5,3,1,17,17,0,14,5,15,0,0,20,18,18,4,0,2,3,21,"Khana","Rivers","South-South",294217
429,20,0,2,2,15,1,9,5,1,2,0,1,3,0,9,7,0,0,16,0,1,18,"Kibiya","Kano","Northwest",136736
430,32,1,2,11,8,10,18,19,9,13,2,3,0,0,19,16,16,7,0,0,0,26,"Kirfi","Bauchi","Northeast",147618
431,16,0,1,3,12,0,9,3,1,2,0,1,5,1,8,7,0,0,7,0,0,14,"Kiri-Kasama","Jigawa","Northwest",191523
432,24,0,1,3,19,1,6,13,5,7,1,1,4,0,8,7,0,0,20,0,0,9,"Kiru","Kano","Northwest",264781
433,10,0,2,1,7,0,7,4,4,4,0,2,2,0,5,3,0,0,8,2,1,10,"kiyawa","Jigawa","Northwest",172913
434,37,2,16,4,13,2,4,0,11,11,7,5,25,5,21,16,0,0,6,1,1,32,"Kogi","Kogi","North-Central",115900
435,3,0,1,0,2,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,"Koko/Besse","Kebbi","Northwest",154605
436,59,1,25,27,5,1,18,12,7,13,4,3,50,1,52,54,0,0,16,0,0,51,"Kokona","Nasarawa","North-Central",109749
437,15,2,12,1,0,0,5,7,5,5,3,7,8,1,7,8,0,0,6,2,0,9,"Kolokuma","Bayelsa","South-South",77292
438,45,0,5,25,15,0,8,28,5,9,8,3,11,0,15,8,0,0,27,0,3,39,"Konduga","Borno","Northeast",156564
439,53,1,26,23,1,2,7,12,3,9,10,9,43,9,46,36,0,0,6,1,2,47,"Konshisha","Benue","North-Central",225672
440,26,1,3,15,1,6,4,9,12,13,9,5,21,5,23,22,0,0,9,0,0,23,"Kontagora","Niger","North-Central",151944
441,126,51,30,13,1,31,9,11,8,11,102,110,112,76,116,108,0,1,6,1,3,43,"Kosofe","Lagos","Southwest",665393
442,8,0,0,4,4,0,4,5,1,4,2,0,3,0,6,6,0,0,5,0,0,8,"Kuagama","Jigawa","Northwest",127956
443,4,1,2,0,1,0,1,0,1,1,0,0,1,0,2,2,0,0,2,0,0,3,"Kubau","Kaduna","Northwest",282045
444,21,0,9,8,2,2,10,9,2,4,1,3,11,1,16,11,0,0,9,1,1,20,"Kudan","Kaduna","Northwest",138992
445,34,3,17,8,3,3,28,13,9,16,3,10,17,0,30,28,0,9,0,0,0,33,"Kuje","FCT","North-Central",97367
446,23,1,4,7,9,2,8,5,1,7,3,6,7,2,9,5,0,0,7,2,3,15,"Kukawa","Borno","Northeast",203864
447,12,0,1,5,5,1,8,7,5,7,5,2,5,2,9,7,0,1,7,0,0,9,"Kumbotso","Kano","Northwest",295979
448,29,2,9,4,13,1,8,14,2,6,1,3,22,2,21,8,0,1,6,0,1,25,"Kurmi","Taraba","Northeast",91531
449,28,0,1,3,24,0,19,16,1,4,1,1,4,0,8,5,0,0,24,0,0,19,"Kunchi","Kano","Northwest",111018
450,24,1,0,8,13,2,5,2,8,10,2,5,7,3,19,12,0,0,11,0,3,20,"Kura","Kano","Northwest",144601
451,46,1,5,11,29,0,19,21,5,7,2,2,9,1,15,9,0,1,12,0,1,32,"Kurfi","Katsina","Northwest",11781
452,12,0,3,2,5,2,5,5,4,4,3,1,3,0,5,6,0,0,2,0,1,8,"Kusada","Katsina","Northwest",99267
453,29,0,13,12,2,2,13,12,7,11,11,7,23,0,26,20,0,1,10,0,1,24,"Kwali","FCT","North-Central",85837
454,69,3,18,26,9,13,2,7,4,6,11,15,59,12,57,37,0,0,8,1,3,59,"Kwande","Benue","North-Central",248697
455,37,2,1,2,19,13,14,16,21,23,2,6,17,2,18,21,0,2,5,0,2,29,"Kwami","Gombe","Northeast",195298
456,17,1,7,0,9,0,7,8,5,7,5,1,5,0,5,8,0,0,1,0,0,16,"Kware","Sokoto","Northwest",133899
457,3,0,1,1,1,0,1,1,1,1,1,0,1,1,2,0,0,0,2,0,0,3,"Kwaya-Kusar","Borno","Northeast",56500
458,95,3,24,53,12,3,23,23,18,22,8,14,62,6,70,67,0,1,17,0,1,85,"Lafia","Nasarawa","North-Central",330712
459,24,4,5,9,2,4,7,14,10,11,5,10,0,0,19,10,20,4,0,1,0,13,"Lagelu","Oyo","Southwest",147957
460,50,9,17,14,3,7,13,11,10,18,36,39,29,12,36,31,0,3,10,1,0,21,"Lagos Island","Lagos","Southwest",209437
461,39,12,12,3,0,12,7,9,8,10,33,35,30,19,34,27,0,2,9,0,0,18,"Lagos Mainland","Lagos","Southwest",317720
462,44,2,22,14,6,0,4,13,1,8,0,3,34,2,42,39,0,0,13,0,1,41,"Langtang South","Plateau","North-Central",106305
463,58,5,23,20,7,3,6,16,4,6,19,8,34,4,38,39,0,0,7,1,2,45,"Langtang North","Plateau","North-Central",140643
464,58,2,2,31,18,5,28,20,8,25,25,10,41,4,34,21,0,0,15,0,2,45,"Lapai","Niger","North-Central",110127
465,12,0,0,6,6,0,7,3,0,3,1,0,0,0,10,9,9,1,0,0,0,11,"Larmurde","Adamawa","Northeast",112803
466,40,3,11,2,18,6,11,10,2,6,1,3,27,4,26,23,0,0,15,0,1,32,"Lau","Taraba","Northeast",96590
467,80,2,8,52,16,2,41,20,16,21,0,2,0,0,66,25,32,9,0,1,1,63,"Lavun","Niger","North-Central",209917
468,42,0,13,21,4,4,31,18,7,12,0,2,0,0,37,24,15,6,0,0,0,25,"Lere","Kaduna","Northwest",331161
469,42,2,18,15,6,1,12,23,19,29,2,12,0,0,34,32,17,4,0,1,2,35,"Logo","Benue","North-Central",169063
470,18,2,2,9,5,0,3,2,5,5,3,3,5,3,7,4,0,0,3,0,3,9,"Lokoja","Kogi","North-Central",195261
471,16,0,0,3,12,1,10,6,1,4,1,1,8,0,9,2,0,2,4,0,1,12,"Machina","Yobe","Northeast",61606
472,40,1,14,7,16,2,10,4,4,8,3,2,11,2,9,12,0,0,6,0,1,39,"Madgali","Adamawa","Northeast",134827
473,19,0,1,4,13,1,9,8,10,14,1,2,3,0,18,6,0,0,9,0,1,17,"Madobi","Kano","Northwest",136623
474,17,1,4,2,10,0,2,6,0,5,1,6,4,0,9,7,0,0,2,1,1,6,"Mafa","Borno","Northeast",103518
475,47,1,11,7,27,1,12,7,7,11,4,3,24,2,23,27,0,0,15,1,1,43,"Magama","Niger","North-Central",181653
476,17,0,1,7,9,0,2,7,4,5,6,2,5,0,4,7,0,0,7,0,1,14,"Magumeri","Borno","Northeast",140231
477,44,1,5,11,25,2,15,32,4,7,6,1,7,0,12,13,0,1,12,0,1,38,"Mai'Adua","Katsina","Northwest",21178
478,20,7,8,1,1,3,5,3,4,5,14,18,17,14,16,15,0,1,1,3,2,8,"Maiduguri","Borno","Northeast",521492
479,20,0,2,10,8,0,10,6,6,8,5,1,3,0,9,5,0,0,3,1,1,18,"Maigatari","Jigawa","Northwest",179715
480,44,1,5,18,10,10,16,19,1,9,12,2,20,1,22,18,0,1,9,0,0,42,"Maiha","Adamawa","Northeast",111215
481,43,1,7,3,31,1,11,9,14,25,21,4,17,1,18,17,0,0,9,0,2,38,"Maiyama","Kebbi","Northwest",175686
482,32,0,14,17,1,0,10,16,7,11,0,5,20,1,27,26,0,0,16,2,4,30,"Makarfi","Kaduna","Northwest",146259
483,24,0,2,3,18,1,15,3,6,9,3,1,5,1,18,13,0,1,20,0,0,21,"Makoda","Kano","Northwest",222399
484,19,0,2,8,9,0,17,8,5,11,4,4,7,0,16,10,0,1,11,0,2,17,"Malam-Maduri","Jigawa","Northwest",161413
485,43,0,4,27,11,1,10,14,13,15,4,5,16,5,16,22,0,1,4,1,2,34,"Malumfashi","Katsina","Northwest",182920
486,97,3,37,36,20,1,23,25,17,23,17,12,70,7,67,65,0,2,22,0,4,85,"Mangu","Plateau","North-Central",294931
487,43,1,12,11,17,2,14,8,12,13,9,2,8,1,20,11,0,1,26,0,1,38,"Mani","Katsina","Northwest",176966
488,27,1,5,2,19,0,12,15,8,11,2,1,9,1,15,12,0,0,2,0,0,21,"Maradun","Zamfara","Northwest",210852
489,26,0,3,5,18,0,18,4,2,4,6,2,17,0,21,16,0,0,4,0,1,25,"Mariga","Niger","North-Central",199430
490,55,15,10,11,9,10,16,15,13,15,27,30,41,22,40,35,0,0,21,2,5,43,"Makurdi","Benue","North-Central",297398
491,8,1,2,1,3,1,3,5,1,3,2,1,6,1,6,6,0,0,1,0,0,7,"Marte","Borno","Northeast",229370
492,56,2,8,2,43,1,18,24,9,13,2,3,0,0,32,25,32,13,0,0,0,43,"Maru","Zamfara","Northwest",291900
493,49,0,13,20,15,1,8,14,4,16,1,4,45,2,39,34,0,2,11,0,2,35,"Mashegu","Niger","North-Central",215022
494,38,0,5,2,25,6,8,27,10,11,3,1,0,0,11,4,19,3,0,0,1,32,"Mashi","Katsina","Northwest",173134
495,31,0,3,7,20,1,16,15,4,4,3,1,14,0,13,21,0,0,15,0,1,29,"Matazu","Katsina","Northwest",115325
496,60,1,7,21,23,8,13,9,10,17,0,5,23,1,23,24,0,0,8,1,1,49,"Mayo-Belwa","Adamawa","Northeast",153129
497,27,6,11,0,3,7,8,11,13,14,13,18,23,5,24,12,0,0,11,2,1,18,"Mbaitoli","Imo","Southeast",237555
498,14,0,8,2,4,0,8,8,5,5,1,5,0,0,11,9,11,1,0,1,1,12,"Mbo","Akwa Ibom","South-South",104012
499,20,1,3,11,3,2,6,5,4,6,2,2,0,0,9,8,13,3,0,1,2,13,"Michika","Adamawa","Northeast",155302
500,22,0,4,7,11,0,19,3,5,9,0,4,2,0,13,11,0,4,0,0,0,22,"Miga","Jigawa","Northwest",128424
501,36,1,13,18,4,0,22,18,1,6,1,5,0,0,17,20,14,7,0,0,3,25,"Mikang","Plateau","North-Central",97411
502,21,0,0,2,18,1,9,11,4,5,0,0,4,0,18,6,0,0,10,0,0,21,"Minjibir","Kano","Northwest",213794
503,42,1,5,1,29,6,12,6,11,14,13,4,11,2,13,12,0,1,2,1,2,34,"Misau","Bauchi","Northeast",263487
504,18,1,7,6,0,4,9,14,12,14,5,5,16,2,18,11,0,0,4,0,1,13,"Moba","Ekiti","Southwest",146496
505,9,1,3,2,3,0,3,2,3,3,2,1,7,0,3,3,0,0,2,0,0,9,"Mobbar","Borno","Northeast",116654
506,18,0,6,6,6,0,6,9,3,7,4,2,9,0,9,11,0,0,6,0,0,18,"Mubi North","Adamawa","Northeast",151072
507,45,2,1,2,34,6,10,11,5,9,2,2,11,2,13,13,0,1,17,0,0,41,"Mubi South","Adamawa","Northeast",128937
508,71,1,23,35,12,0,14,12,20,29,9,8,63,1,62,27,0,2,27,0,4,65,"Mokwa","Niger","North-Central",244937
510,30,1,22,2,2,3,20,13,21,21,24,4,20,2,22,21,0,0,8,0,0,27,"Mopa Muro","Kogi","North-Central",44037
511,45,2,8,16,14,5,15,9,13,15,10,17,31,5,29,29,0,3,14,2,2,34,"Moro","Kwara","North-Central",108792
512,48,1,13,26,8,0,31,24,7,9,2,3,0,0,35,19,26,5,0,0,1,37,"Moya","Niger","North-Central",103651
513,19,3,13,3,0,0,8,11,10,14,2,10,13,3,14,8,0,0,5,1,2,10,"Mpkat-Enin","Akwa Ibom","South-South",178036
514,40,7,21,5,2,5,18,18,18,22,22,29,33,10,39,35,0,1,17,4,5,31,"Municipal-Area-Council","FCT","North-Central",778567
515,31,3,7,16,5,0,13,19,6,7,2,2,0,0,8,9,12,4,0,0,0,13,"Musawa","Katsina","Northwest",171714
516,70,23,12,10,0,25,8,9,8,8,57,55,50,26,64,51,0,1,7,0,1,14,"Mushin","Lagos","Southwest",633009
517,25,2,11,8,1,3,9,15,7,14,2,3,13,1,15,14,0,1,5,0,1,17,"Nafada","Gombe","Northeast",138185
518,39,1,7,2,25,4,16,13,11,15,8,3,14,0,21,15,0,0,11,0,1,36,"Nangere","Yobe","Northeast",87823
519,30,7,5,11,4,3,6,17,17,18,13,14,19,10,27,28,0,3,14,0,2,22,"Nassarawa","Kano","Northwest",596669
520,68,8,17,38,4,1,14,18,9,16,6,9,47,5,49,46,0,0,16,1,1,51,"Nasarawa","Nasarawa","North-Central",596669
521,40,1,29,8,1,1,16,13,9,11,3,5,20,1,23,19,0,0,1,0,1,36,"Nasarawa-Eggon","Nasarawa","North-Central",149129
522,26,4,20,0,1,1,7,15,8,14,8,15,23,6,24,23,0,0,13,0,3,20,"Ndokwa-East","Delta","South-South",103171
523,27,1,19,2,1,4,6,10,8,9,6,13,21,7,24,24,0,0,6,0,1,11,"Ndokwa-West","Delta","South-South",149325
524,17,3,12,0,0,2,8,9,7,14,0,4,16,3,17,12,0,0,8,0,0,10,"Nembe","Bayelsa","South-South",130931
525,5,0,1,3,1,0,3,1,1,1,3,1,2,0,2,3,0,0,2,0,1,5,"Ngala","Borno","Northeast",237071
526,11,1,2,2,6,0,2,4,2,3,4,1,4,0,4,4,0,0,2,0,0,7,"Nganzai","Borno","Northeast",99799
527,39,1,4,8,26,0,14,13,6,12,6,3,15,1,12,14,0,0,2,0,0,32,"Ngaski","Kebbi","Northwest",124766
528,23,1,16,2,3,1,18,14,12,13,1,3,0,0,21,5,20,4,0,0,0,15,"Ngor-Okpala","Imo","Southeast",159932
529,15,0,2,4,8,1,10,10,6,12,4,1,4,0,5,1,0,0,4,0,0,11,"Nguru","Yobe","Northeast",150632
530,65,2,6,7,37,13,22,29,14,20,13,6,35,7,44,49,0,4,39,2,4,57,"Ningi","Bauchi","Northeast",387192
531,17,3,7,2,0,5,2,4,6,6,5,12,13,7,16,13,0,1,6,0,0,9,"Njaba","Imo","Southeast",145110
532,33,10,11,1,7,4,15,13,19,20,18,15,22,10,32,20,0,0,21,0,1,25,"Njikoka","Anambra","Southeast",148465
533,15,1,9,0,3,2,1,3,3,5,1,2,10,0,12,3,0,0,6,0,0,13,"Nkanu East","Enugu","Southeast",148774
534,30,1,15,5,0,9,4,9,14,14,9,10,26,5,25,19,0,2,14,0,2,17,"Nkanu West","Enugu","Southeast",146695
535,7,0,4,1,2,0,3,6,3,5,1,5,7,0,7,4,0,0,4,0,0,7,"Nkwerre","Imo","Southeast",80152
536,27,2,16,2,6,1,4,20,19,23,3,7,18,1,20,17,0,0,20,0,0,24,"Nnewi North","Anambra","Southeast",157569
537,32,6,12,2,8,4,11,11,16,18,7,11,20,8,24,13,0,0,19,0,0,24,"Nnewi South","Anambra","Southeast",233658
538,4,0,1,1,2,0,1,2,2,3,1,1,1,0,4,2,0,0,1,0,1,4,"Nsit-Atai","Akwa Ibom","South-South",74595
539,15,2,8,1,3,1,7,8,9,9,4,8,7,1,13,14,0,0,7,0,1,8,"Nsit-Ibom","Akwa Ibom","South-South",108611
540,17,2,8,4,2,1,12,12,10,13,0,11,0,0,14,10,8,5,0,1,1,11,"Nsit-Ubuim","Akwa Ibom","South-South",128231
541,32,8,10,4,7,3,0,6,4,8,16,18,25,10,30,14,0,1,7,1,4,22,"Nsukka","Enugu","Southeast",309633
542,23,1,0,8,12,2,12,5,3,5,12,4,9,2,13,14,0,1,7,2,1,21,"Numan","Adamawa","Northeast",90723
543,11,0,6,1,4,0,5,5,10,11,3,2,0,0,10,3,0,4,0,0,0,10,"Nwangele","Imo","Southeast",128472
544,51,6,12,19,6,8,10,17,17,17,24,15,41,6,44,40,0,0,22,0,0,20,"Obafemi-Owode","Ogun","Southwest",228851
545,30,1,14,1,14,0,9,12,11,19,3,3,24,0,26,23,0,4,17,1,1,30,"Obanliku","Cross River","South-South",110324
546,61,3,14,41,1,2,18,43,20,29,0,5,0,0,43,32,26,7,0,1,0,55,"Obi","Nasarawa","North-Central",148874
547,43,1,10,12,18,2,11,7,8,9,1,8,33,4,39,22,0,0,6,0,0,41,"Obi","Benue","North-Central",98855
548,30,2,16,4,6,2,22,22,20,23,13,8,0,0,31,28,29,11,0,1,1,26,"Obi Nwa","Abia","Southeast",181439
549,52,29,11,9,2,1,12,13,13,13,33,44,42,32,45,35,0,1,12,6,5,19,"Obio/Akpor","Rivers","South-South",464789
550,45,1,9,2,14,19,5,10,19,19,9,8,29,3,28,13,0,0,4,0,2,28,"Obokun","Osun","Southwest",116511
551,19,0,3,2,13,1,7,9,5,7,1,10,7,1,16,14,0,1,9,0,0,12,"Obot-Akara","Akwa Ibom","South-South",148281
552,30,6,19,1,0,4,9,11,16,17,12,10,19,5,27,14,0,0,14,0,0,23,"Obowo","Imo","Southeast",118114
553,46,3,17,1,25,0,14,9,11,21,2,1,35,3,39,34,0,1,16,0,0,42,"Obubra","Cross River","South-South",172444
554,78,0,12,8,58,0,20,13,33,39,16,2,69,1,76,50,0,4,46,0,0,76,"Obudu","Cross River","South-South",160106
555,14,1,5,6,1,1,7,11,9,11,1,6,0,0,14,12,11,3,0,0,0,8,"Odeda","Ogun","Southwest",109449
556,43,1,5,32,0,5,9,26,15,20,7,12,33,2,33,22,0,1,11,1,1,25,"Odigbo","Ondo","Southwest",230351
557,29,3,13,9,1,3,13,20,18,19,8,14,28,6,29,28,0,0,15,0,0,19,"Odogbolu","Ogun","Southwest",127123
558,35,2,23,4,0,6,13,28,28,28,7,8,0,0,34,17,26,5,0,0,0,31,"Odo-otin","Osun","Southwest",134110
559,30,0,17,1,10,2,21,20,15,19,2,4,0,0,17,15,25,17,0,1,1,23,"Odukpani","Cross River","South-South",192444
560,35,3,10,7,5,10,15,14,20,20,14,16,24,12,24,22,0,1,12,2,3,34,"Offa","Kwara","North-Central",89674
561,62,5,37,11,6,3,5,14,14,16,18,7,53,7,57,47,0,0,16,1,2,54,"Ofu","Kogi","North-Central",192169
562,37,7,23,3,2,2,24,18,22,26,23,13,28,9,29,23,0,1,14,0,1,20,"Ogba/Egbema/Ndoni","Rivers","South-South",284010
563,25,2,12,10,0,1,0,9,8,14,0,8,18,1,20,14,0,0,9,0,0,20,"Ogbadibo","Benue","North-Central",128707
564,20,2,6,1,7,4,8,7,6,10,7,10,15,9,17,14,0,0,7,0,0,12,"Ogbaru","Anambra","Southeast",221879
565,16,4,6,1,0,5,8,10,14,14,10,10,12,4,13,9,0,0,8,0,2,12,"Ogbia","Bayelsa","South-South",179926
566,26,5,11,1,2,7,8,10,7,8,19,10,25,10,25,25,0,2,4,2,4,16,"Ogbomoso North","Oyo","Southwest",198720
567,30,6,6,2,7,9,0,6,4,7,21,18,21,11,25,25,0,0,1,0,0,13,"Ogbomoso South","Oyo","Southwest",100815
568,6,0,5,1,0,0,5,3,4,6,1,1,3,0,5,5,0,0,3,1,1,5,"Ogo Bolo","Rivers","South-South",74683
569,49,8,22,3,10,6,20,18,17,25,10,13,45,9,45,41,0,0,25,2,4,45,"Ogoja","Cross River","South-South",171901
570,29,1,8,11,5,4,5,3,1,4,11,1,17,0,21,11,0,0,3,0,0,22,"Ogo Oluwa","Oyo","Southwest",65184
571,6,1,3,1,1,0,1,4,5,5,2,4,4,3,4,4,0,0,6,0,2,6,"Ogori/Magongo","Kogi","North-Central",39622
572,28,1,13,1,12,1,10,12,14,15,2,1,20,0,22,15,0,1,5,0,0,23,"Ogun waterside","Ogun","Southwest",72935
573,15,1,7,3,3,1,6,6,6,8,2,8,11,2,12,6,0,0,3,1,1,10,"Oguta","Imo","Southeast",143008
574,32,8,15,3,6,0,11,25,5,21,10,11,0,0,29,22,23,9,0,0,0,18,"Ohafia","Abia","Southeast",245144
575,20,0,11,6,0,3,11,5,7,8,11,8,18,1,18,14,0,0,5,0,0,12,"Ohaji/Egbema","Imo","Southeast",182538
576,20,0,8,6,4,2,7,5,4,7,4,5,19,2,19,16,0,0,5,1,0,16,"Ohaozara","Ebonyi","Southeast",148626
577,49,1,25,5,7,11,16,12,11,16,7,12,44,2,44,29,0,4,6,0,0,36,"Ohaukwu","Ebonyi","Southeast",196337
