"lga_id","total_facilities","total_hospitals","total_phcentres","total_phclinics","total_phclinics.1","total_sec_tertiary","improved_water_supply","improved_sanitation","power_sources_grid","any_power_available","emerg_tran","sba","delivery_services_yn","c_section_yn","antenatal_care_yn","family_planning_yn","child_health_measles_immun","vaccines_fridge_freezer","medication_anti_malarials","phcentre","phclinic","dispensary","lga","state","zone","pop_2006"
578,26,1,17,7,1,0,3,12,9,17,2,3,15,1,19,22,0,0,10,0,0,18,"Ohimini","Benue","North-Central",71482
579,37,8,23,4,1,1,21,27,12,21,3,12,0,0,35,33,25,12,0,1,0,23,"Ohionmwon","Edo","South-South",182717
580,51,8,11,19,7,6,5,10,15,16,16,17,33,11,42,15,0,1,20,0,3,42,"Oji-River","Enugu","Southeast",126587
581,36,10,10,5,1,10,9,12,11,13,26,26,24,17,32,29,0,0,6,1,2,17,"Ojo","Lagos","Southwest",598071
582,32,0,16,11,4,1,6,1,8,10,1,4,27,1,31,26,0,0,5,0,1,26,"Oju","Benue","North-Central",170236
583,12,1,6,3,2,0,3,4,8,9,4,5,11,3,11,10,0,1,4,2,2,9,"Okehi","Kogi","North-Central",199999
584,34,3,7,10,5,9,4,12,13,14,14,12,17,6,20,18,0,2,10,2,4,24,"Okene","Kogi","North-Central",320260
585,20,4,6,5,3,2,11,10,16,16,4,5,14,1,15,14,0,0,9,0,2,18,"Oke-Ero","Kwara","North-Central",57619
586,31,6,13,6,4,2,3,12,9,9,10,18,28,9,29,27,0,0,7,0,0,16,"Okigwe","Imo","Southeast",132237
587,36,2,2,27,4,1,13,11,6,7,6,5,28,4,27,20,0,0,14,0,0,22,"Okitipupa","Ondo","Southwest",233565
588,12,1,4,4,2,1,3,5,7,7,3,7,6,1,10,5,0,0,0,1,1,9,"Okobo","Akwa Ibom","South-South",104057
589,23,3,13,4,0,3,13,18,19,20,11,11,21,1,22,21,0,2,19,0,1,17,"Okpe","Delta","South-South",130029
590,16,5,7,2,0,2,8,6,8,10,8,13,16,4,15,12,0,1,7,3,6,11,"Okrika","Rivers","South-South",222026
591,42,1,19,16,0,6,2,5,4,10,18,7,32,3,38,10,0,2,11,0,1,35,"Olamabolo","Kogi","North-Central",160152
592,35,0,28,2,1,4,9,15,16,20,7,3,22,0,30,11,0,0,14,0,1,28,"Ola-oluwa","Osun","Southwest",76593
593,17,0,10,1,2,4,9,11,9,12,10,4,12,5,14,17,0,0,6,0,0,11,"Olorunda","Osun","Southwest",131761
594,30,2,18,2,2,6,11,11,13,14,11,9,19,3,23,17,0,1,18,0,2,26,"Olorunsogo","Oyo","Southwest",81759
595,29,2,17,6,0,4,9,16,12,20,10,6,21,1,25,25,0,0,5,0,1,24,"Oluyole","Oyo","Southwest",202725
596,40,4,26,7,1,2,4,13,5,6,2,3,0,0,30,13,20,2,0,0,0,36,"Omala","Kogi","North-Central",108402
597,13,0,13,0,0,0,13,10,11,11,0,0,0,0,10,9,12,2,0,0,0,11,"Omuma","Rivers","South-South",100366
598,49,7,17,16,1,8,4,7,6,10,26,22,46,16,44,41,0,0,9,1,1,33,"Ona-ara","Oyo","Southwest",265059
599,22,1,6,12,0,3,8,16,11,15,1,6,0,0,20,10,19,2,0,0,0,17,"Ondo East","Ondo","Southwest",74758
600,22,1,0,18,0,3,7,8,9,13,3,5,17,2,19,11,0,1,6,0,0,18,"Ondo west","Ondo","Southwest",283672
601,6,1,1,1,2,1,1,1,1,1,0,1,6,1,6,6,0,0,0,0,1,1,"Onicha","Ebonyi","Southeast",236828
602,26,11,3,3,7,2,10,7,13,14,14,17,13,6,17,13,0,0,12,0,0,13,"Onitsha North","Anambra","Southeast",124942
603,13,5,1,2,5,0,4,2,5,6,8,9,9,8,9,9,0,0,3,4,6,12,"Onitsha","Anambra","Southeast",136662
604,20,3,12,2,2,1,10,13,12,12,5,12,14,2,19,15,0,0,10,0,0,17,"Onna","Akwa Ibom","South-South",123373
605,42,3,30,6,2,1,4,13,7,11,5,6,31,4,30,15,0,0,5,0,0,28,"Okpokwu","Benue","North-Central",176647
606,7,1,5,0,0,1,3,3,2,5,1,3,6,1,7,4,0,0,4,0,0,6,"Opobo/Nkoro","Rivers","South-South",151511
607,20,11,4,0,1,4,1,2,2,2,18,16,19,10,18,16,0,0,2,0,0,4,"Oredo","Edo","South-South",374671
608,13,5,3,2,2,1,2,4,1,6,6,4,9,2,9,5,0,0,6,0,0,6,"Orelope","Oyo","Southwest",104441
609,41,3,28,1,3,6,17,19,27,33,15,6,37,2,40,21,0,0,17,0,0,34,"Oriade","Osun","Southwest",148617
610,19,0,14,1,2,2,9,14,1,1,0,0,0,0,19,10,14,1,0,0,0,15,"OriIre","Oyo","Southwest",150628
611,25,7,13,3,0,2,1,11,12,14,11,16,21,8,20,6,0,0,12,0,0,16,"Orlu","Imo","Southeast",142717
612,5,0,1,1,1,2,1,1,1,1,3,2,4,0,4,5,0,1,1,1,2,3,"Orolu","Osun","Southwest",103077
613,10,1,2,1,4,2,3,2,3,4,5,5,7,4,9,8,0,0,2,0,1,4,"Oron","Akwa Ibom","South-South",87461
614,31,6,10,6,5,4,3,11,14,14,13,23,28,9,30,19,0,0,7,2,3,16,"Orsu","Imo","Southeast",120003
615,18,2,8,5,1,2,5,7,9,11,5,12,14,3,14,9,0,0,3,1,0,12,"Oru East","Imo","Southeast",111822
616,17,2,10,1,4,0,9,7,3,4,2,4,0,0,13,12,12,3,0,1,1,12,"Oruk Anam","Akwa Ibom","South-South",172654
617,48,5,23,4,10,6,13,25,25,29,7,14,40,9,43,15,0,0,29,0,0,32,"Orumba North","Anambra","Southeast",172405
618,14,4,3,2,2,3,7,14,12,12,3,8,1,0,15,8,9,6,1,0,0,2,"Orumba South","Anambra","Southeast",187198
619,30,8,11,3,2,6,2,6,7,7,10,15,28,9,29,14,0,0,3,2,2,15,"Oru West","Imo","Southeast",117492
620,25,5,3,13,2,2,11,14,13,17,3,9,24,3,25,18,0,0,7,0,0,19,"Ose","Ondo","Southwest",144901
621,20,3,10,1,1,5,6,12,9,14,5,9,15,2,19,16,0,0,10,0,0,11,"Oshimili North","Delta","South-South",115316
622,30,11,9,1,1,8,6,9,8,9,22,27,27,14,27,26,0,1,6,1,1,15,"Oshimili South","Delta","South-South",149603
623,41,12,19,3,2,5,16,17,14,18,34,34,31,18,36,36,0,6,14,1,0,24,"Oshodi-Isolo","Lagos","Southwest",621509
624,31,2,18,4,6,1,16,11,6,19,11,6,23,3,28,28,0,1,6,0,0,25,"Osisioma Ngwa","Abia","Southeast",219632
625,21,4,12,1,0,4,4,10,11,11,11,6,18,6,18,17,0,0,7,0,1,12,"Osogbo","Osun","Southwest",156694
626,35,3,8,12,3,9,2,5,8,9,16,16,27,11,26,20,0,0,12,2,1,29,"Oturkpo","Benue","North-Central",261666
627,23,0,20,1,1,1,7,8,6,10,11,2,17,0,18,17,0,0,9,0,0,17,"Ovia North East","Edo","South-South",153849
628,22,1,10,4,6,1,7,5,18,18,2,4,21,1,22,21,0,0,18,0,0,21,"Ovia-South-West","Edo","South-South",135356
629,31,1,26,1,1,2,8,22,26,29,9,1,28,1,31,26,0,0,16,0,1,26,"Owan East","Edo","South-South",154385
630,28,5,16,0,0,7,1,15,11,15,16,8,27,4,26,25,0,0,6,1,0,21,"Owan West","Edo","South-South",97388
631,11,9,0,0,1,1,2,1,2,2,9,11,10,9,10,11,0,0,2,3,2,6,"Owerri-Municipal","Imo","Southeast",127213
632,31,4,13,8,0,6,10,16,12,12,19,23,22,8,24,17,0,1,7,1,0,15,"Owerri North","Imo","Southeast",175395
633,37,7,14,1,4,11,10,10,14,14,25,29,34,6,36,26,0,1,10,2,3,23,"Owerri West","Imo","Southeast",99265
634,34,2,8,20,0,4,19,22,20,22,9,8,17,2,24,15,0,0,14,1,2,28,"Owo","Ondo","Southwest",218886
635,25,3,11,6,0,5,11,17,18,18,16,6,23,1,21,19,0,0,9,0,1,18,"Oye","Ekiti","Southwest",134210
636,18,3,7,1,3,4,4,4,6,8,6,9,14,5,15,12,0,0,7,0,2,11,"Oyi","Anambra","Southeast",168029
637,39,6,12,10,2,9,5,6,11,11,22,17,29,7,29,21,0,0,4,1,1,5,"Oyigbo","Rivers","South-South",122687
638,31,0,11,9,4,7,10,12,10,11,13,6,15,1,16,12,0,2,8,0,1,15,"Oyo","Oyo","Southwest",136236
639,29,5,8,5,4,7,14,10,6,11,15,11,21,6,24,20,0,0,14,1,0,21,"Oyo East","Oyo","Southwest",123846
640,25,2,5,14,1,3,15,10,14,14,4,7,17,4,20,13,0,2,11,1,3,19,"Oyun","Kwara","North-Central",94253
641,81,1,53,19,6,2,29,14,6,10,30,4,49,1,42,36,0,0,6,0,1,75,"Paikoro","Niger","North-Central",158086
642,72,4,39,24,4,1,14,14,7,11,6,8,32,3,28,29,0,1,12,0,0,43,"Pankshin","Plateau","North-Central",191685
643,12,1,9,0,0,2,5,6,5,10,2,6,10,3,11,10,0,0,7,1,0,10,"Patani","Delta","South-South",67707
644,40,2,5,13,18,2,15,3,10,13,2,3,16,4,17,16,0,1,5,0,1,30,"Patigi","Kwara","North-Central",112317
645,16,0,10,2,0,4,12,11,12,12,16,15,15,3,14,12,0,5,10,3,3,13,"Port-Harcourt","Rivers","South-South",541115
646,14,1,0,1,8,4,3,9,6,7,5,1,8,1,8,6,0,2,5,0,0,11,"Potiskum","Yobe","Northeast",205876
647,79,0,25,39,14,1,10,18,1,6,4,4,40,1,46,51,0,0,17,0,1,67,"Qua'an-Pan","Plateau","North-Central",196929
648,28,1,3,2,22,0,13,14,10,14,8,2,7,3,15,22,0,0,12,0,0,27,"Rabah","Sokoto","Northwest",149165
649,80,1,17,24,35,3,27,20,13,31,17,12,46,7,57,52,0,1,15,1,2,64,"Rafi","Niger","North-Central",181929
650,15,1,2,3,9,0,5,10,8,10,1,2,4,1,8,5,0,0,3,1,2,15,"Rano","Kano","Northwest",145439
651,16,0,4,4,2,6,1,8,8,8,9,10,16,6,16,15,0,0,6,0,0,11,"Remo North","Ogun","Southwest",59911
652,59,2,12,12,33,0,18,29,6,8,4,4,20,3,21,22,0,0,11,0,2,55,"Rijau","Niger","North-Central",176053
653,48,1,8,19,19,1,17,11,14,15,0,2,8,1,12,6,0,0,14,1,0,27,"Rimi","Katsina","Northwest",153744
654,21,0,0,1,19,1,15,2,10,12,2,1,2,0,10,2,0,0,15,0,1,12,"Rimin Gado","Kano","Northwest",104790
655,28,1,2,9,16,0,22,8,7,8,1,2,7,1,18,20,0,0,14,1,1,28,"Ringim","Jigawa","Northwest",192024
656,47,0,7,29,10,1,21,9,6,8,0,3,0,0,31,34,27,5,0,0,0,31,"Riyom","Plateau","North-Central",131557
657,19,1,1,4,13,0,4,4,3,5,2,1,1,1,14,4,0,0,17,0,0,14,"Rogo","Kano","Northwest",227742
658,14,0,0,6,6,2,6,9,8,10,1,1,3,0,10,4,0,0,4,0,1,10,"Roni","Jigawa","Northwest",77819
659,38,1,5,1,30,1,15,17,13,27,16,2,26,3,29,31,0,2,18,0,0,34,"Sabon-Birni","Sokoto","Northwest",207599
660,20,6,4,8,0,2,7,6,10,10,4,12,16,8,19,15,0,0,3,0,2,15,"Sabon-Gari","Kaduna","Northwest",286871
661,28,0,6,0,22,0,6,6,2,3,1,0,6,0,8,7,0,1,7,0,0,21,"Sabuwa","Katsina","Northwest",136050
663,28,4,12,2,2,8,16,19,0,13,4,6,0,0,19,10,17,2,0,0,1,16,"Sagbama","Bayelsa","South-South",187146
664,47,1,7,0,38,1,16,16,3,20,7,4,18,1,14,19,0,0,0,0,4,32,"Sakaba","Kebbi","Northwest",89937
665,14,2,4,5,1,2,8,7,11,12,9,5,9,2,9,9,0,0,9,0,0,9,"Saki East","Oyo","Southwest",110223
666,50,6,26,5,3,10,8,12,11,22,40,15,48,13,45,42,0,0,16,0,2,25,"Saki west","Oyo","Southwest",278002
668,3,0,0,1,2,0,0,0,0,0,0,1,3,1,3,2,0,0,0,0,0,3,"Sanga","Kaduna","Northwest",149333
669,32,9,8,4,1,10,6,8,7,11,21,27,27,16,26,24,0,2,5,2,2,14,"Sapele","Delta","South-South",171888
670,62,2,24,10,22,4,4,27,0,4,3,2,50,0,52,30,0,0,14,0,1,54,"Sardauna","Taraba","Northeast",224437
671,45,9,3,10,5,18,12,9,8,13,18,30,38,13,40,34,0,0,3,0,2,16,"Shagamu","Ogun","Southwest",253412
672,28,0,3,1,24,0,11,10,5,8,12,3,4,0,5,15,0,0,1,0,1,16,"Shagari","Sokoto","Northwest",156413
673,13,0,2,0,11,0,3,2,1,4,1,1,1,0,2,1,0,0,0,0,0,10,"Shanga","Kebbi","Northwest",127146
674,30,1,3,8,18,0,5,6,0,3,0,3,0,0,11,9,5,1,0,0,1,21,"Shani","Borno","Northeast",102317
675,27,0,1,3,23,0,18,16,4,5,2,1,1,1,11,2,0,0,21,0,1,15,"Shanono","Kano","Northwest",140607
676,48,0,4,27,15,2,12,11,4,9,3,5,27,0,36,21,0,0,11,0,3,43,"Shelleng","Adamawa","Northeast",149069
677,57,2,23,23,8,1,18,30,2,15,8,9,42,3,43,37,0,2,12,0,1,53,"Shendam","Plateau","North-Central",208017
678,37,1,5,3,28,0,18,18,6,8,1,4,5,1,14,11,0,0,2,0,0,33,"Shinkafi","Zamfara","Northwest",135649
679,17,1,0,1,10,5,5,7,3,4,6,2,7,1,7,8,0,1,7,0,1,16,"Shira","Bauchi","Northeast",234014
680,108,0,45,27,32,4,23,17,12,14,11,6,72,3,60,52,0,0,23,2,4,99,"Shiroro","Niger","North-Central",235404
681,37,0,3,12,3,19,16,20,11,20,2,2,25,1,25,27,0,0,18,1,1,33,"Shongom","Gombe","Northeast",151520
682,37,14,9,5,1,8,6,7,7,7,29,34,28,21,33,31,0,1,5,0,0,8,"Shomolu","Lagos","Southwest",402673
683,35,0,4,1,30,0,13,9,3,5,1,0,7,1,9,27,0,0,2,0,0,28,"Silame","Sokoto","Northwest",104378
684,53,0,23,19,10,1,23,17,14,18,6,1,37,1,39,29,0,0,14,0,0,44,"Soba","Kaduna","Northwest",293270
685,10,0,4,5,1,0,9,10,9,9,7,4,5,0,8,9,0,0,5,0,3,9,"Sokoto North","Sokoto","Northwest",232846
686,20,2,3,5,3,7,6,1,7,7,6,14,14,9,15,17,0,0,1,1,2,11,"Sokoto South","Sokoto","Northwest",194914
687,71,4,5,16,33,13,46,41,12,18,7,7,5,0,60,16,0,7,0,0,0,64,"Song","Adamawa","Northeast",192697
688,40,4,26,0,2,8,15,21,2,28,1,11,0,0,24,16,30,12,0,0,0,31,"Southern Ijaw","Bayelsa","South-South",319413
689,36,3,8,14,2,9,13,11,15,17,26,18,30,14,35,28,0,0,10,0,1,32,"Suleja","Niger","North-Central",216578
690,20,0,3,1,16,0,16,3,3,4,0,2,0,0,10,5,11,3,0,1,2,20,"Sule Tankakar","Jigawa","Northwest",130849
691,40,0,5,6,28,1,22,10,6,12,2,1,4,2,14,1,0,0,14,1,1,23,"Sumaila","Kano","Northwest",253661
692,34,3,12,7,11,1,9,12,2,10,0,2,0,0,12,7,8,7,0,0,0,21,"Suru","Kebbi","Northwest",150230
693,27,1,18,4,0,4,5,11,7,11,12,6,23,0,23,23,0,1,2,0,0,20,"Surulere","Oyo","Southwest",142070
694,91,28,13,28,7,15,5,9,8,9,70,59,74,50,78,73,0,0,3,0,0,14,"Surulere","Lagos","Southwest",503975
695,40,1,12,9,16,2,16,9,10,14,23,6,35,2,37,36,0,0,19,0,0,37,"Tafa","Niger","North-Central",83544
696,7,0,1,3,2,1,2,2,2,2,3,1,6,1,5,4,0,0,3,0,0,6,"Tafawa-Balewa","Bauchi","Northeast",219988
697,7,0,5,2,0,0,4,4,3,5,3,4,5,1,5,5,0,0,5,1,2,5,"Tai","Rivers","South-South",117797
698,30,1,3,4,22,0,20,17,3,10,2,2,0,0,19,5,12,8,0,0,0,13,"Takai","Kano","Northwest",202743
699,41,1,12,10,14,4,13,19,6,15,2,4,2,0,26,9,22,10,0,0,2,33,"Takum","Taraba","Northeast",135349
700,46,2,5,2,37,0,19,11,6,10,2,6,8,2,10,8,0,0,4,1,1,43,"Talata-Mafara","Zamfara","Northwest",215178
701,39,1,6,1,31,0,17,12,5,6,2,5,0,0,12,15,18,12,0,0,3,30,"Tambuwal","Sokoto","Northwest",224931
702,31,1,4,0,26,0,13,6,3,9,3,1,10,1,14,15,0,0,5,0,0,29,"Tangaza","Sokoto","Northwest",113853
703,10,1,2,4,1,2,4,5,7,7,4,3,5,2,9,8,0,0,4,0,0,8,"Tarauni","Kano","Northwest",221367
704,31,0,4,19,5,3,12,12,10,14,3,11,27,7,26,21,0,0,7,0,2,24,"Tarka","Benue","North-Central",79494
705,22,0,7,2,11,2,11,10,5,6,5,1,7,0,7,3,0,0,6,1,0,14,"Tarmuwa","Yobe","Northeast",77204
706,18,0,1,5,12,0,13,4,5,6,0,2,2,1,12,5,0,0,4,0,0,16,"Taura","Jigawa","Northwest",131757
707,32,1,0,10,21,0,9,6,1,8,1,1,15,1,12,5,0,0,4,0,0,26,"Teungo","Adamawa","Northeast",52040
708,21,0,2,2,16,1,15,8,7,8,4,1,3,0,20,11,0,0,17,1,1,19,"Tofa","Kano","Northwest",97734
709,69,2,7,8,30,22,21,18,24,27,27,12,43,6,40,48,0,1,32,1,3,59,"Toro","Bauchi","Northeast",350404
710,67,3,12,50,2,0,23,19,0,18,1,7,0,0,41,25,31,3,0,0,2,58,"Toto","Nasarawa","North-Central",119077
711,47,1,5,6,35,0,21,11,2,8,3,6,25,1,21,28,0,0,8,0,2,46,"Tsafe","Zamfara","Northwest",266008
712,30,0,1,7,20,2,16,12,12,15,3,1,4,0,11,8,0,0,21,0,0,18,"Tsanyawa","Kano","Northwest",157680
713,27,0,2,6,19,0,6,0,5,8,1,1,3,1,16,7,0,0,12,1,1,20,"Tudun-Wada","Kano","Northwest",231742
714,19,0,6,7,6,0,7,10,2,5,5,2,4,0,9,13,0,0,2,0,0,15,"Tureta","Sokoto","Northwest",68370
715,39,4,12,6,11,6,2,9,15,20,7,14,32,9,36,13,0,0,18,0,3,36,"Udenu","Enugu","Southeast",178466
716,39,5,18,5,3,8,3,12,17,21,14,17,28,8,32,22,0,0,15,0,0,20,"Udi","Enugu","Southeast",234002
717,20,2,11,3,0,4,9,10,14,14,5,13,18,1,18,14,0,0,6,0,2,13,"Udu","Delta","South-South",143361
718,7,0,4,0,3,0,2,3,4,4,0,4,2,0,6,4,0,0,5,0,0,5,"Udung Uko","Akwa Ibom","South-South",53278
719,34,6,17,6,0,5,18,20,20,20,21,22,34,15,34,30,0,0,14,0,0,21,"Ughelli North","Delta","South-South",321028
720,33,2,26,3,2,0,13,21,18,24,9,15,24,2,27,23,0,1,12,0,0,15,"Ughelli South","Delta","South-South",213576
721,29,0,22,2,5,0,22,12,10,12,1,1,19,0,26,23,0,0,11,0,0,19,"Ugwunagbo","Abia","Southeast",82618
722,34,0,32,1,0,1,13,17,13,21,7,9,26,1,32,27,0,1,12,0,0,28,"Uhunmwonde","Edo","South-South",120813
723,9,3,4,2,0,0,2,4,2,4,1,3,7,2,8,7,0,0,3,1,1,7,"Ukanafun","Akwa Ibom","South-South",127033
724,46,1,15,22,4,4,7,7,0,4,8,7,41,11,40,29,0,0,3,0,0,41,"Ukum","Benue","North-Central",216930
725,19,0,14,0,5,0,4,8,4,8,4,4,15,0,16,10,0,0,6,0,0,17,"Ukwa East","Abia","Southeast",58865
726,13,1,8,3,1,0,10,8,8,9,2,5,11,2,10,6,0,0,2,1,3,10,"Ukwa West","Abia","Southeast",88555
727,24,7,11,4,0,2,22,20,21,25,6,9,0,0,20,22,14,2,0,0,0,7,"Ukwuani","Delta","South-South",120390
728,55,8,23,16,0,8,17,25,19,31,20,25,32,8,33,27,0,3,6,0,0,16,"Umuahia North","Abia","Southeast",220660
729,18,0,14,3,1,0,12,14,11,14,6,8,15,3,17,15,0,1,3,0,1,13,"Umuahia South","Abia","Southeast",138570
730,40,2,31,4,1,2,3,24,15,24,9,7,38,4,37,22,0,0,12,0,0,31,"Umu-Neochi","Abia","Southeast",163928
731,13,2,3,2,6,0,2,9,5,9,0,4,3,1,12,7,0,0,2,0,1,7,"Ungogo","Kano","Northwest",369657
732,12,3,5,0,1,3,6,8,7,9,3,9,0,0,11,8,10,5,0,0,0,5,"Unuimo","Imo","Southeast",99247
733,13,1,10,0,1,1,6,12,11,11,3,10,9,1,13,13,0,0,9,0,0,9,"Uruan","Akwa Ibom","South-South",118300
734,11,0,6,1,4,0,4,8,5,8,0,4,9,0,10,10,0,0,3,1,2,10,"Urue Offong/Oruko","Akwa Ibom","South-South",71159
735,71,4,19,38,2,8,15,13,6,15,11,11,66,8,66,49,0,3,12,0,0,67,"Ushongo","Benue","North-Central",188341
736,38,1,5,4,18,10,13,9,1,5,3,3,27,1,26,14,0,0,7,0,0,33,"Ussa","Taraba","Northeast",92017
737,61,30,11,5,1,14,10,10,10,10,56,54,60,36,59,57,0,1,10,1,3,26,"Uvwie","Delta","South-South",191472
738,10,5,4,1,0,0,4,5,4,4,7,10,10,7,10,8,0,0,2,0,1,5,"Uyo","Akwa Ibom","South-South",309573
739,27,0,9,2,15,1,0,5,4,6,2,1,23,0,22,8,0,0,10,0,0,23,"Uzo Uwani","Enugu","Southeast",124480
740,46,2,26,10,4,4,5,8,6,9,6,13,42,7,43,37,0,0,12,0,2,41,"Vandeikya","Benue","North-Central",230120
741,26,0,3,5,18,0,9,8,2,8,10,4,4,0,10,11,0,0,0,0,1,24,"Wammako","Sokoto","Northwest",179619
742,118,2,60,47,9,0,31,22,20,30,3,8,48,3,93,82,44,5,29,1,4,108,"Wamba","Nasarawa","North-Central",72894
743,19,0,1,3,15,0,13,8,7,9,8,1,1,0,19,6,0,0,12,0,0,15,"Warawa","Kano","Northwest",128787
744,44,1,3,4,27,9,14,11,8,10,4,2,25,0,19,30,0,1,5,0,0,42,"Warji","Bauchi","Northeast",114720
745,15,2,10,3,0,0,9,8,5,9,0,8,8,4,9,7,0,0,9,2,2,8,"Warri North","Delta","South-South",137300
746,39,18,13,4,0,4,12,10,13,14,24,29,33,18,35,31,0,2,10,0,0,12,"Warri South","Delta","South-South",303417
747,9,2,5,2,0,0,2,4,3,5,0,5,0,0,7,6,6,1,0,0,0,4,"Warri South West","Delta","South-South",116681
748,34,3,8,4,18,1,14,10,4,10,14,7,24,4,17,21,0,2,7,0,4,32,"Wasagu/Danko","Kebbi","Northwest",265203
749,52,1,16,23,10,2,5,8,0,7,6,7,33,1,34,27,0,0,12,0,2,38,"Wase","Plateau","North-Central",161714
750,18,3,5,4,6,0,12,10,6,10,1,5,7,2,16,11,0,0,8,0,2,14,"Wudil","Kano","Northwest",185189
752,25,1,0,4,20,0,10,10,6,10,8,3,6,2,9,13,0,1,4,0,0,21,"Wurno","Sokoto","Northwest",162307
753,35,1,5,13,13,3,15,21,13,14,2,2,0,0,19,9,15,8,0,1,1,26,"Wushishi","Niger","North-Central",81783
754,11,1,2,0,8,0,5,3,3,4,3,3,4,0,4,8,0,1,4,0,0,8,"Yabo","Sokoto","Northwest",115011
755,36,0,24,10,1,1,16,12,21,23,9,7,26,0,29,12,0,0,0,1,1,32,"Yagba East","Kogi","North-Central",149023
756,27,3,11,6,5,2,8,8,14,16,13,7,21,1,24,20,0,1,6,0,2,22,"Yagba West","Kogi","North-Central",140150
757,36,3,15,1,15,2,22,16,11,15,9,11,30,7,34,31,0,0,20,1,3,33,"Yakurr","Cross River","South-South",196450
758,44,2,23,3,14,2,23,18,12,17,0,4,0,0,33,18,19,7,0,0,0,34,"Yala","Cross River","South-South",210843
759,56,3,7,9,18,19,26,24,26,29,20,10,26,2,33,34,0,0,38,2,2,52,"Yalmatu/Deba","Gombe","Northeast",255248
760,13,0,0,3,10,0,8,3,3,5,0,1,1,0,11,5,0,0,3,0,1,13,"Yankwashi","Jigawa","Northwest",95759
761,20,2,5,1,11,1,5,9,8,11,6,5,14,4,15,17,0,0,7,0,1,14,"Yauri","Kebbi","Northwest",88777
762,20,5,12,1,0,2,12,12,15,19,12,7,12,1,16,12,0,0,14,1,1,14,"Yenagoa","Bayelsa","South-South",353344
763,12,0,2,7,0,3,8,6,8,9,3,3,11,3,11,10,0,0,7,0,0,11,"Yola North","Adamawa","Northeast",198247
764,28,1,2,11,11,3,17,16,18,18,7,3,22,4,22,19,0,1,7,0,2,21,"Yola South","Adamawa","Northeast",194607
765,17,0,0,5,8,4,7,6,2,3,2,1,7,0,7,7,0,0,3,0,1,14,"Yorro","Taraba","Northeast",89410
766,33,1,1,3,23,5,19,11,1,7,1,3,0,0,16,4,11,6,0,0,1,18,"Yunusari","Yobe","Northeast",125821
767,5,0,0,0,4,1,3,3,0,1,0,0,1,0,1,1,0,1,0,0,0,4,"Yusufari","Yobe","Northeast",111086
769,26,0,3,6,16,1,7,13,2,4,2,3,5,0,8,5,0,1,9,1,3,22,"Zango","Katsina","Northwest",154743
770,27,0,13,8,6,0,4,3,3,6,1,1,19,0,23,21,0,0,6,0,1,23,"Zangon Kataf","Kaduna","Northwest",316370
771,36,0,15,19,1,1,19,25,15,18,11,5,23,2,34,36,0,3,21,0,1,36,"Zaria","Kaduna","Northwest",408198
772,18,1,2,0,11,4,6,4,1,3,0,4,9,2,8,7,0,1,5,0,1,15,"Zing","Taraba","Northeast",127363
773,50,2,10,3,35,0,26,23,5,10,0,2,0,0,23,17,24,21,0,0,0,20,"Zurmi","Zamfara","Northwest",293837
774,32,2,13,1,16,0,14,13,7,15,6,4,14,2,17,12,0,0,4,0,1,24,"Zuru","Kebbi","Northwest",165547
